file,runner_id,session_id,age,sex,reported_rpe
clean_D_221005_runTEST__2_166.0_LPM_2025_10_10_18_34_10_T2_1.parquet,221005,2,22,male,4
clean_D_221005_runTEST__2_175.0_LPM_2025_10_08_18_35_27_T3_1.parquet,221005,1,22,male,5
clean_D_221005_runTEST__2_180.0_LPM_2025_10_08_18_44_01_T4_1.parquet,221005,1,22,male,5
clean_D_221005_runTEST__2_181.0_LPM_2025_10_10_18_40_53_T3_1.parquet,221005,2,22,male,5
clean_D_221005_runTEST__2_184.0_LPM_2025_10_10_18_51_05_T4_1.parquet,221005,2,22,male,6
clean_D_221005_runTEST__3_164.0_LPM_2025_10_08_18_30_05_T2_1.parquet,221005,1,22,male,4
clean_D_221005_runTEST__3_171.0_LPM_2025_10_08_18_36_57_T3_1.parquet,221005,1,22,male,5 
clean_D_221005_runTEST__3_176.0_LPM_2025_10_08_18_45_30_T4_1.parquet,221005,1,22,male,5
clean_D_221005_runTEST__3_181.0_LPM_2025_10_10_18_35_39_T2_1.parquet,221005,2,22,male,4
clean_D_221005_runTEST__3_181.0_LPM_2025_10_10_18_52_35_T4_1.parquet,221005,2,22,male,6
clean_D_221005_runTEST__3_184.0_LPM_2025_10_10_18_42_23_T3_1.parquet,221005,2,22,male,5
clean_D_221005_runTEST__4_172.0_LPM_2025_10_08_18_47_00_T4_1.parquet,221005,1,22,male,5
clean_D_221005_runTEST__4_174.0_LPM_2025_10_08_18_38_26_T3_1.parquet,221005,1,22,male,5
clean_D_221005_runTEST__4_178.0_LPM_2025_10_10_18_43_52_T3_1.parquet,221005,2,22,male,5
clean_D_221005_runTEST__4_181.0_LPM_2025_10_10_18_54_04_T4_1.parquet,221005,2,22,male,6
clean_D_221005_runTEST__5_176.0_LPM_2025_10_08_18_48_29_T4_1.parquet,221005,1,22,male,5
clean_D_221005_runTEST__5_181.0_LPM_2025_10_10_18_55_34_T4_1.parquet,221005,2,22,male,6
clean_D_221005_runTEST__6_172.0_LPM_2025_10_08_18_49_59_T4_1.parquet,221005,1,22,male,5
clean_D_221005_runTEST__6_179.0_LPM_2025_10_10_18_57_04_T4_1.parquet,221005,2,22,male,6
clean_D_191003_runTEST__1_157.0_LPM_2025_10_07_18_35_39_T1_1.parquet,191003,1,19,male,3
clean_D_191003_runTEST__1_161.0_LPM_2025_10_07_18_40_16_T2_1.parquet,191003,1,19,male,4
clean_D_191003_runTEST__1_165.0_LPM_2025_10_07_18_47_17_T3_1.parquet,191003,1,19,male,5
clean_D_191003_runTEST__1_166_LPM_2025_10_07_18_37_23_T1_1.parquet,191003,1,19,male,3
clean_D_191003_runTEST__1_172.0_LPM_2025_10_07_18_55_35_T4_1.parquet,191003,1,19,male,6
clean_D_191003_runTEST__1_176_LPM_2025_10_07_18_44_04_T2_1.parquet,191003,1,19,male,4
clean_D_191003_runTEST__1_182_LPM_2025_10_07_18_51_57_T3_1.parquet,191003,1,19,male,5
clean_D_191003_runTEST__1_186_LPM_2025_10_07_19_04_27_T4_1.parquet,191003,1,19,male,6
clean_D_191003_runTEST__2_163.0_LPM_2025_10_07_18_37_09_T1_1.parquet,191003,1,19,male,3
clean_D_191003_runTEST__2_169.0_LPM_2025_10_07_18_41_45_T2_1.parquet,191003,1,19,male,4
clean_D_191003_runTEST__2_176.0_LPM_2025_10_07_18_48_47_T3_1.parquet,191003,1,19,male,5 
clean_D_191003_runTEST__2_180.0_LPM_2025_10_07_18_57_04_T4_1.parquet,191003,1,19,male,6
clean_D_191003_runTEST__3_172.0_LPM_2025_10_07_18_43_15_T2_1.parquet,191003,1,19,male,4
clean_D_191003_runTEST__3_178.0_LPM_2025_10_07_18_50_16_T3_1.parquet,191003,1,19,male,5
clean_D_191003_runTEST__3_181.0_LPM_2025_10_07_18_58_34_T4_1.parquet,191003,1,19,male,6
clean_D_191003_runTEST__4_180.0_LPM_2025_10_07_18_51_46_T3_1.parquet,191003,1,19,male,5
clean_D_191003_runTEST__4_182.0_LPM_2025_10_07_19_00_03_T4_1.parquet,191003,1,19,male,6
clean_D_191003_runTEST__5_184.0_LPM_2025_10_07_19_01_33_T4_1.parquet,191003,1,19,male,6
clean_D_191003_runTEST__6_184.0_LPM_2025_10_07_19_03_02_T4_1.parquet,191003,1,19,male,6
clean_D_192002_runTEST__1_67_LPM_2025_10_06_11_51_37_T2_1.parquet,192002,1,19,female,3
clean_D_192002_runTEST__1_126_LPM_2025_10_06_11_43_55_T1_1.parquet,192002,1,19,female,2
clean_D_192002_runTEST__1_127.0_LPM_2025_10_06_11_42_06_T1_1.parquet,192002,1,19,female,2
clean_D_192002_runTEST__1_128.0_LPM_2025_10_06_11_46_38_T2_1.parquet,192002,1,19,female,3
clean_D_192002_runTEST__1_129.0_LPM_2025_10_06_12_00_47_T4_1.parquet,192002,1,19,female,5
clean_D_192002_runTEST__1_131.0_LPM_2025_10_06_11_53_10_T3_1.parquet,192002,1,19,female,4
clean_D_192002_runTEST__1_132_LPM_2025_10_06_11_57_56_T3_1.parquet,192002,1,19,female,4
clean_D_192002_runTEST__1_133_LPM_2025_10_06_12_10_16_T4_1.parquet,192002,1,19,female,5
clean_D_192002_runTEST__2_126.0_LPM_2025_10_06_11_43_35_T1_1.parquet,192002,1,19,female,2
clean_D_192002_runTEST__2_130.0_LPM_2025_10_06_11_54_39_T3_1.parquet,192002,1,19,female,4
clean_D_192002_runTEST__2_131.0_LPM_2025_10_06_11_48_08_T2_1.parquet,192002,1,19,female,3
clean_D_192002_runTEST__2_131.0_LPM_2025_10_06_12_02_17_T4_1.parquet,192002,1,19,female,5
clean_D_192002_runTEST__3_126.0_LPM_2025_10_06_11_49_37_T2_1.parquet,192002,1,19,female,3
clean_D_192002_runTEST__3_132.0_LPM_2025_10_06_11_56_09_T3_1.parquet,192002,1,19,female,4
clean_D_192002_runTEST__3_133.0_LPM_2025_10_06_12_03_47_T4_1.parquet,192002,1,19,female,5
clean_D_192002_runTEST__4_84.0_LPM_2025_10_06_11_51_07_T2_1.parquet,192002,1,19,female,3
clean_D_192002_runTEST__4_132.0_LPM_2025_10_06_11_57_38_T3_1.parquet,192002,1,19,female,4
clean_D_192002_runTEST__4_133.0_LPM_2025_10_06_12_05_16_T4_1.parquet,192002,1,19,female,5
clean_D_192002_runTEST__5_134.0_LPM_2025_10_06_12_06_45_T4_1.parquet,192002,1,19,female,5
clean_D_192002_runTEST__6_135.0_LPM_2025_10_06_12_08_15_T4_1.parquet,192002,1,19,female,5
clean_D_192002_runTEST__7_136.0_LPM_2025_10_06_12_09_44_T4_1.parquet,192002,1,19,female,5
